FID,COMMUNE,P_CODE,C_CODE,DISTRICT,DIST_PCODE,D_CODE,REGION,REG_PCODE,R_CODE,SOURCE,Shape__Area,Shape__Length
881,Anosibe Ifody,MDG33314091,314091,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",106981884.40625,55207.0155383059
882,Vodiriana,MDG33314092,314092,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",114201367.754883,54558.1097587729
883,Morarano Gara,MDG33314110,314110,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1057167586.73438,187285.230640596
884,Belavabary,MDG33314130,314130,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",107243190.207031,47586.7560248585
885,Sabotsy Anjiro,MDG33314150,314150,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",148264749.204102,65163.0835795976
886,Ambohidronono,MDG33314170,314170,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",198868254.5625,69047.2195494519
887,Beforona,MDG33314190,314190,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",570467343.717773,134928.052679038
888,Ambatovola,MDG33314210,314210,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",239478391.863281,88479.9348581444
889,Lakato,MDG33314230,314230,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",855930664.25,153666.874850205
890,Amboasary,MDG33314250,314250,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",641610392.261719,123938.855468444
891,Fierenana,MDG33314270,314270,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",540715226.866211,129039.541832044
892,Mandialaza,MDG33314291,314291,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",265841490.620117,113021.825448809
893,Antaniditra,MDG33314292,314292,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",134928154.777344,54814.850644911
894,Ampasipotsy Mandialaza,MDG33314293,314293,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",114997032.998047,49222.7326909464
895,Antanandava,MDG33314310,314310,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",183422701.113281,73588.4230975608
896,Mangarivotra,MDG33314330,314330,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",344685845.079102,92028.3288088167
897,Andaingo,MDG33314350,314350,Moramanga,MDG33314,314,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",624979619.526367,146284.57244385
898,Vavatenina,MDG32315010,315010,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",289654231.142578,88981.3097613222
899,Maromitety,MDG32315030,315030,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",112319975.260742,63918.8914520265
900,Ambohibe,MDG32315050,315050,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",339510468.492188,105121.361315027
901,Ampasimazava,MDG32315070,315070,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",29556720.5087891,32163.8910260216
902,Anjahambe,MDG32315091,315091,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",79701982.2802734,63758.7211549798
903,Ambatoharanana,MDG32315092,315092,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",77029151.9638672,53426.4298325208
904,Andasibe,MDG32315110,315110,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",602735615.119141,145815.450703814
905,Miarinarivo,MDG32315130,315130,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",677750622.030273,174088.396186773
906,Sahatavy,MDG32315150,315150,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",213110916.433594,93948.0142540156
907,Ambodimangavalo,MDG32315170,315170,Vavatenina,MDG32315,315,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",531356545.6875,138092.593314879
908,Andilamena,MDG33316011,316011,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1730534397.20508,237705.674482868
909,Bemaitso,MDG33316012,316012,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",782077542.537109,185790.279347623
910,Antanimenabaka,MDG33316031,316031,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1174682449.54688,252732.3269729
911,Tanananifololahy,MDG33316032,316032,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",302780574.526367,68679.6609885748
912,Maroadabo,MDG33316051,316051,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",537945890.25293,145159.000816687
913,Marovato,MDG33316052,316052,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",698260963.865234,145221.362796763
914,Miarinarivo,MDG33316071,316071,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1637993184.22852,212125.638295477
915,Maitsokely,MDG33316072,316072,Andilamena,MDG33316,316,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1562761228.30664,267089.639073036
916,Anosibe An'ala,MDG33317011,317011,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",735052940.621094,187899.054295091
917,Ampasimaneva,MDG33317012,317012,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",368221079.388672,90585.7965108367
918,Ampandroantraka,MDG33317031,317031,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",349035818.128906,93562.296611794
919,Tratramarina,MDG33317032,317032,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",200019464.353516,72596.87690647
920,Antandrokomby,MDG33317051,317051,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",303809215.90918,97231.7321190843
921,Ambalaomby,MDG33317052,317052,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",337451165.677734,94297.8800558102
922,Niarovana Marosampanana,MDG33317053,317053,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",86213698.0419922,48640.8320284345
923,Tsaravinany,MDG33317054,317054,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",224747354.911133,74488.5215391918
924,Longozabe,MDG33317071,317071,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",403593321.736328,99256.8366741307
925,Ambatoharanana,MDG33317072,317072,Anosibe-An'ala,MDG33317,317,Alaotra Mangoro,MDG33,33,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",226513625.235352,73125.1489251164
926,Soanierana Ivongo,MDG32318011,318011,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",226697492.953125,82681.2774219801
927,Fotsialanana,MDG32318012,318012,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",128456885.821289,64133.3934515863
928,Antanifotsy,MDG32318030,318030,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",196464670.083008,87838.5781461094
929,Ambodiampana,MDG32318050,318050,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",77139118.7490234,41754.2711399494
930,Andapafito,MDG32318070,318070,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1425208536.42969,231083.981734289
931,Ambahoabe,MDG32318090,318090,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",811990880.286133,158180.60507575
932,Manompana,MDG32318110,318110,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",434353910.998047,143535.124474515
933,Antenina,MDG32318130,318130,Soanierana Ivongo,MDG32318,318,Analanjirofo,MDG32,32,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1485555965.09473,240179.293647499
934,Mahajanga,MDG41401001,401001,Mahajanga I,MDG41401,401,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",8218372.2109375,18415.7604218097
935,Mahabibo,MDG41401002,401002,Mahajanga I,MDG41401,401,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",47181038.2568359,40014.7518403193
936,Besalampy,MDG44402011,402011,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",866804644.939453,185073.845152079
937,Ampako,MDG44402012,402012,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",727663808.132813,129249.924038064
938,Marovoay Sud,MDG44402030,402030,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1888222958.66016,251844.089933126
939,Soanenga,MDG44402050,402050,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1260530422.94629,194995.630197956
940,Bekodoka,MDG44402071,402071,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2064862397.08301,244768.953119406
941,Ambolodia Sud,MDG44402072,402072,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1870649615.37598,207910.150095918
942,Ankasakasa Tsibiray,MDG44402090,402090,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1703778506.92871,234863.680905626
943,Mahabe,MDG44402110,402110,Besalampy,MDG44402,402,Melaky,MDG44,44,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2746305893.2334,302774.319040766
944,Soalala,MDG41403010,403010,Soalala,MDG41403,403,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2099944813.50977,342596.252685586
945,Ambohipaky,MDG41403030,403030,Soalala,MDG41403,403,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1778232898.24512,214358.350796993
946,Andranomavo,MDG41403050,403050,Soalala,MDG41403,403,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",4572517483.70801,456283.160352925
947,Maevatanana I,MDG43404010,404010,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",36437691.5146484,25391.0417798888
948,Maevatanana II,MDG43404031,404031,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1055349813.26855,248003.705609846
949,Beratsimanina,MDG43404032,404032,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",110283587.25,53307.0987811292
950,Bemokotra,MDG43404050,404050,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",239321379.375,81200.8458026226
951,Mahazoma,MDG43404070,404070,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1557562133.35449,276603.61368884
952,Antsiafabositra,MDG43404091,404091,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1843049368.18359,252879.829098279
953,Antanimbary,MDG43404092,404092,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",528365695.329102,109691.033558817
954,Tsararano,MDG43404111,404111,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",212462892.694336,84746.8803101946
955,Ambalajia,MDG43404112,404112,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",116004825.443359,44644.6864728679
956,Ambalanjanakomby,MDG43404131,404131,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",933806567.151367,194540.235348535
957,Marokoro,MDG43404132,404132,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",764616873.822266,147362.578763366
958,Maria,MDG43404150,404150,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",561318387.320313,123058.83808577
959,Andriba,MDG43404171,404171,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1702486328.75195,276022.9709694
960,Mahatsinjo,MDG43404172,404172,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",554954265.700195,123745.489860849
961,Morafeno,MDG43404173,404173,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",966876537.625,181269.466147467
962,Mangabe,MDG43404191,404191,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",574554174.537109,131515.263925835
963,Madiromirafy,MDG43404192,404192,Maevatanana,MDG43404,404,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",93522722.1298828,44241.4493213934
964,Ambato Ambarimay,MDG41405019,405019,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",637572954.207031,120539.969637949
965,Ankijabe,MDG41405051,405051,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",375784494.348633,111372.189045129
966,Andranofasika,MDG41405052,405052,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",129977572.27832,56062.0456232541
967,Madirovalo,MDG41405070,405070,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1212569624.99219,175112.544673842
968,Anjiajia,MDG41405090,405090,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",276601313.273438,103520.743376891
969,Tsaramandroso,MDG41405111,405111,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",368023882.847656,112827.627622886
970,Ambondromamy,MDG41405112,405112,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",338471552.619141,107505.647074126
971,Ankirihitra,MDG41405130,405130,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2365686856.51074,276286.152732013
972,Andranomamy,MDG41405150,405150,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",452060373.610352,146107.779273262
973,Manerinerina,MDG41405170,405170,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",302780730.566406,126855.335520095
974,Sitampiky,MDG41405190,405190,Ambato Boeni,MDG41405,405,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2885981788.5957,333305.122798446
975,Marovoay Ville,MDG41406010,406010,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",101283358.595703,55818.513647533
976,Marovoay Banlieue,MDG41406031,406031,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",358475453.609375,122897.09039006
977,Antanambao Andranolava,MDG41406032,406032,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",217846463.408203,73249.8961649994
978,Anosinalainolona,MDG41406033,406033,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",181088290.354492,73190.87473767
979,Ambolomoty,MDG41406051,406051,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",53866434.6865234,35414.3343500269
980,Marovoay,MDG41406052,406052,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",569295999.295898,117522.297369192
981,Tsararano,MDG41406070,406070,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",200773315.06543,74215.8014876737
982,Ankazomborona,MDG41406090,406090,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1794078043.72461,239715.568692653
983,Manaratsandry,MDG41406111,406111,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",424018215.666016,106252.780750736
984,Antanimasaka,MDG41406112,406112,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",144241148.048828,51397.0346533447
985,Bemaharivo,MDG41406130,406130,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",714259063.628906,167038.62712019
986,Ankaraobato,MDG41406158,406158,Marovoay,MDG41406,406,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1358145523.60449,275636.513304864
987,Mitsinjo,MDG41407011,407011,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",469125395.46875,183302.218127764
988,Antseza,MDG41407012,407012,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",804955765.949219,144136.228715522
989,Antongomena Bevary,MDG41407030,407030,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",568239288.708984,126383.126258224
990,Matsakabanja,MDG41407050,407050,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",985902583.40625,211324.578543157
991,Katsepy,MDG41407070,407070,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1170343366.77637,169718.389648191
992,Bekipay,MDG41407091,407091,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",643963460.950195,164672.248848457
993,Ambarimaninga,MDG41407092,407092,Mitsinjo,MDG41407,407,Boeny,MDG41,41,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",438581462.676758,120081.001141395
994,Tsaratanana,MDG43408010,408010,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1488101091.30566,214661.707419302
995,Bekapaika,MDG43408030,408030,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",868811264.790039,178500.374553173
996,Tsararova,MDG43408050,408050,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",641754679.658203,153849.11062135
997,Betrandraka,MDG43408070,408070,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1320547950.88281,203650.904601684
998,Keliloha,MDG43408090,408090,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",610959873.828125,120413.629824641
999,Sarobaratra,MDG43408110,408110,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1418755309.23145,248632.237490366
1000,Ampandrana,MDG43408130,408130,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",687209236.90332,172571.740891077
1001,Andriamena,MDG43408150,408150,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",2216897004.62695,270223.325414239
1002,Ambakireny,MDG43408170,408170,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1269178134.32813,221563.760632365
1003,Brieville,MDG43408190,408190,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",981625005.152344,188859.836091437
1004,Sakoamadinika,MDG43408210,408210,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",1149096353.53027,209064.118092082
1005,Manakana,MDG43408230,408230,Tsaratanana,MDG43408,408,Betsiboka,MDG43,43,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",715655100.723633,143378.039900985
1006,Port Berge,MDG42409010,409010,Port-Berge (Boriziny-Vaovao),MDG42409,409,Sofia,MDG42,42,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",24787817.0302734,21994.4533878581
1007,Ambanjabe,MDG42409031,409031,Port-Berge (Boriziny-Vaovao),MDG42409,409,Sofia,MDG42,42,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",166316502.280273,88303.1869579837
1008,Tsaratanana I,MDG42409032,409032,Port-Berge (Boriziny-Vaovao),MDG42409,409,Sofia,MDG42,42,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",494195374.832031,118781.421525351
