FID,COMMUNE,P_CODE,C_CODE,DISTRICT,DIST_PCODE,D_CODE,REGION,REG_PCODE,R_CODE,SOURCE,Shape__Area,Shape__Length
538,Ivandrika,MDG25213110,213110,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",54477651.8857422,36344.6231423069
539,Manambotra Atsimo,MDG25213130,213130,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",94273413.1015625,47376.9327188862
540,Mahavelo,MDG25213150,213150,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",18986754.1269531,19387.4590278074
541,Mahafasa Centre,MDG25213170,213170,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",58430703.8720703,39525.5486884021
542,Amporoforo,MDG25213190,213190,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",245549248.852539,82440.8733858545
543,Iabohazo,MDG25213210,213210,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",179721899.857422,72663.953651842
544,Tangainony,MDG25213230,213230,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",102281404.825195,48233.3455011818
545,Beretra Bevoay,MDG25213250,213250,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",94872879.7314453,48520.8380134974
546,Ambohigogo,MDG25213270,213270,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",106768803.454102,49999.4661010536
547,Maheriraty,MDG25213290,213290,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",52088369.7851563,36344.7928090717
548,Mahabo Mananivo,MDG25213310,213310,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",104962710.108398,48235.563186562
549,Ambohimandroso,MDG25213330,213330,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",63267711.2431641,38710.101298773
550,Ankarana Miraihina,MDG25213350,213350,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",257251017.21875,73326.3324461625
551,Evato,MDG25213370,213370,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",110587988.675781,54122.6497130247
552,Etrotroka Atsimo,MDG25213390,213390,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",234649572.15625,72895.7656533188
553,Ambalavato Nord,MDG25213410,213410,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",133580036.783203,48816.1122989514
554,Efatsy,MDG25213430,213430,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",39627617.9453125,40704.8367627162
555,Tovona,MDG25213450,213450,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",205498282.368164,86652.8058727967
556,Ambalatany,MDG25213471,213471,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",69318930.1113281,42865.4003777058
557,Namohora Iaborano,MDG25213472,213472,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",57811658.9257813,32412.9523569284
558,Sahamadio,MDG25213490,213490,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",83250849.4775391,57820.2680649986
559,Fenoarivo,MDG25213510,213510,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",99447550.8964844,60384.9131338901
560,Antseranambe,MDG25213530,213530,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",44848069.8544922,35062.0428029893
561,Ihorombe,MDG25213551,213551,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",119584557.948242,55172.3363334207
562,Ambalavato Antevato,MDG25213552,213552,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",63719756.7041016,39689.4010187961
563,Vohilengo,MDG25213570,213570,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",107258212.314453,48559.3629088619
564,Marovandrika,MDG25213590,213590,Farafangana,MDG25213,213,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",88314691.1083984,48695.3235939676
565,Vangaindrano,MDG25214010,214010,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",82851446.328125,47405.3298416653
566,Ampasimalemy,MDG25214031,214031,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",67998782.8896484,51731.6928946472
567,Tsianofana,MDG25214032,214032,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",133556541.667969,73322.1244467454
568,Bekaraoky,MDG25214033,214033,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",59784733.9013672,40790.7545141661
569,Tsiately,MDG25214050,214050,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",116206092.619141,45761.529501842
570,Soamanova,MDG25214070,214070,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",69926490.6357422,40303.128311359
571,Lopary,MDG25214091,214091,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",151361731.93457,78587.6603729769
572,Bema,MDG25214092,214092,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",56214325.1171875,36772.4442381472
573,Vohitrambo,MDG25214111,214111,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",110161674.469727,50415.090800358
574,Anilobe,MDG25214112,214112,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",58295355.2353516,36222.5319845984
575,Lohafary,MDG25214131,214131,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",189786762.015625,61566.9172191977
576,Ampataka,MDG25214132,214132,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",152596117.345703,60810.5100900487
577,Matanga,MDG25214151,214151,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",119913481.628906,52499.2747342535
578,Masianaka,MDG25214152,214152,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",137548791.708984,60828.5333412313
579,Vohipaho,MDG25214171,214171,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",317680596.638672,119466.183744488
580,Marokibo,MDG25214172,214172,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",84251838.1396484,48924.1315044095
581,Ranomena,MDG25214190,214190,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",523988397.842773,174744.818291759
582,Ambongo,MDG25214211,214211,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",159811055.838867,64277.0232351129
583,Ambatolava,MDG25214212,214212,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",210673466.46875,74510.921740326
584,Iara,MDG25214230,214230,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",252854680.401367,77808.5457895705
585,Bevata,MDG25214251,214251,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",295299397.235352,91325.000831573
586,Karimbary,MDG25214252,214252,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",155765974.966797,52167.3906031944
587,Manambondro,MDG25214270,214270,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",68993459.3623047,36850.6935866606
588,Fenoambany,MDG25214290,214290,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",245444490.765625,73950.5593660338
589,Isahara,MDG25214311,214311,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",458080830.060547,131979.729658741
590,Vohimalaza,MDG25214312,214312,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",381193214.858398,128077.72018906
591,Vatanato,MDG25214313,214313,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",213177290.664063,66291.7759370653
592,Amparihy Est,MDG25214331,214331,Vangaindrano,MDG25214,214,Atsimo Atsinanana,MDG25,25,"BNGRC (National Disaster Management Office), Adm4 polygons from 2011 cleaned and merged by OCHA.",504944276.229492,138602.749134057
